,Brand,Model,Year,Overall Score,Road Test Score,Reliability Score,Owner Satisfaction,Warranty,Drivetrain Warranty,Corrosion Waranty,Roadside Aid,Free Maintenance,Acceleration Score,Zero To Sixty,Transmission Score,Fuel Economy Score,Overall Fuel Economy,City Fuel Economy,Highway Fuel Economy,Annual Fuel Cost,Braking Score,Emergency Handling Score,Ride Score,Noise Score,Front Seat Score,Rear Seat Score,Interior Finish Score,Trunk Score,Seats,Zero To Thirty,Fortyfive To Sixty,Quarter Mile,Quarter Speed,Routine Handling Score,Avoidance Max Speed,Wet Braking,Dry Braking,Headlights,Driving Position,Front Shoulder Room,Front Leg Room,Front Head Room,Rear Shoulder Room,Rear Leg Room,Rear Head Room,Third Row Score,Third Shoulder Room,Third Leg Room,Third Head Room,Front Access,Rear Access,Third Access,Usability,Climate System,Fuel Capacity,Fuel Type,Forward Collision Warning,City Automatic Braking,Highway Automatic Braking,Pedestrian Detection,Lane Departure Warning,Lane Keep Assist,Blind Spot Warning,Rear Traffic Warning,Rear View Camera,Anti Lock Breaks,Traction Control,Stability Control,Daytime Running Lights,Side Airbags,Head Airbags,IIHS Moderate Overlap,IIHS Driver Overlap,IIHS Passenger Overlap,IIHS Side Crash,IIHS Rear Crash,IIHS Roof Crush,Length,Width,Height,Wheelbase,Turning Circle,Curb Weight,Max Load,Towing Capacity,Driving Satisfaction,Comfort Satisfaction,Value Satisfaction,Styling Satisfaction,Nameplate (Cleaned)
0,gmc,sierra-1500,2020,55,78,1,4,"3 years/36,000 miles","5 years/60,000 miles","3 years/36,000 miles","5 years/60,000 miles",1 year/1 visit,4,6.9,4,1,17,11,24,"1,715",4,3,3,4,3,5,3,5,"3 front, 3 rear",2.4,3.9,15.2,94,3,50,136,148,4,4,64.5,43.5,8,64,33.5,6,N,,,,4,4,N,4,5,24,Regular,Optional,Optional,,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Marginal,Good,Good,Good,232,81,76,147,51,5130,1940,12100,87,78,58,88,sierra1500
0,toyota,rav4,2020,72,72,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,8.3,4,4,27,19,38,"1,055",4,4,3,2,4,4,3,2,"2 front, 3 rear",3.1,4.5,16.5,88,4,54,131,140,3,4,57,42,3,54.5,30,5.5,N,,,,4,4,N,4,5,14.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,181,73,67,106,37,3510,900,3500,72,63,58,80,rav4
0,hyundai,elantra,2020,67,66,4,3,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,9.9,5,5,33,21,49,880,4,3,3,3,3,3,3,3,"2 front, 3 rear",3.8,6.1,17.6,84,3,54,133,142,4,4,55,43,5,53.5,27.5,2.5,N,,,,4,3,N,5,3,14,Regular,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,182,71,57,106,36,2865,850,,65,51,84,77,elantra
0,nissan,z,2020,69,81,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,5,5.3,4,3,23,17,28,"1,480",5,5,2,2,4,N,5,1,2 front,2.1,3.6,13.9,104,5,58,120,127,4,2,54,39,3,,,,N,,,,2,N,N,4,4,19,Premium,,,,,,,,,Optional,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,167,73,52,100,37,3385,450,,,,,,z
0,chevrolet,malibu,2020,57,80,2,2,,,,,,4,8.4,5,4,29,19,41,"1,005",4,4,4,4,3,4,3,4,"2 front, 3 rear",3.1,5.3,16.6,86,4,53,130,149,4,4,57,43,5.5,54.5,29,3,N,,,,4,4,N,5,3,13,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Marginal,Good,Good,Good,194,73,58,112,38,3125,900,1000,78,63,66,81,malibu
0,porsche,macan,2020,82,84,4,4,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,"4 years/50,000 miles","1 years/10,000 miles",5,6.4,5,2,19,13,26,"1,795",5,3,3,5,5,4,5,2,"2 front, 3 rear",2.7,4.3,14.7,101,5,51,130,135,2,4,56.5,42,4.5,54.5,25.5,2,N,,,,4,3,N,3,5,19.8,Premium,Optional,Optional,Optional,Optional,Standard,Optional,Optional,,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,,,,,,,185,76,64,111,40,4415,1150,4410,93,88,52,92,macan
0,hyundai,veloster,2020,80,83,4,5,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",4,7,5,4,29,21,39,975,5,5,2,2,4,1,3,2,"2 front, 2 rear",2.7,3.8,15.2,95,5,60,119,123,1,3,55.5,42.5,4,51,27,,N,,,,3,1,N,5,3,13.2,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Optional,Standard front,Standard,Good,Good,Good,Good,Good,Good,167,71,55,104,36,2795,700,,87,50,77,90,veloster
0,fiat,500x,2020,35,50,1,1,"4 years/50,000 miles","4 years/50,000 miles",5 years/unlimited miles,4 years/unlimited miles,,3,9.8,3,3,23,16,31,"1,260",4,3,2,2,3,3,3,1,"2 front, 3 rear",3.8,5.9,17.6,81,3,53,130,146,2,3,53.5,41.5,6,51.5,26.5,2.5,N,,,,4,4,N,4,5,12.7,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,Good,167,71,64,101,37,3280,1080,,,,,,500x
0,subaru,crosstrek,2020,85,87,5,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,10.2,4,4,29,20,39,990,5,4,4,4,3,4,3,2,"2 front, 3 rear",4,6.3,17.8,82,4,55,125,136,3,4,56,42,5.5,53.5,29.5,3.5,N,,,,4,4,N,5,3,16.6,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,176,71,64,105,37,3190,900,1500,67,65,74,82,crosstrek
0,nissan,armada,2020,63,69,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,,,4,6.7,5,1,14,10,20,"2,040",4,2,4,5,4,4,5,4,"2 front, 3 rear, 3 third",2.7,5,15.3,95,2,51,133,147,3,3,63,40.5,5,63,31,5,1,53,26,3,3,3,1,4,5,26,Regular,Standard,Standard,Standard,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,,,,,,,209,80,76,121,43,5910,1545,8500,81,74,63,85,armada
0,subaru,brz,2020,82,79,5,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.2,5,4,30,23,37,"1,110",5,5,2,2,4,1,4,2,"2 front, 2 rear",2.6,5.4,15.6,92,5,56,126,126,3,4,54.5,41.5,3.5,50,21.5,,N,,,,2,1,N,4,3,13.2,Premium,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Acceptable,,Good,Good,Good,167,70,51,101,38,2770,700,,82,59,74,97,brz
0,bmw,x7,2020,70,94,1,5,"4 years/50,000 miles","4 years/50,000 miles",12 years/unlimited miles,4 years/unlimited miles,"3 years/36,000 miles",4,6.5,5,3,22,14,32,"1,545",4,4,4,5,5,5,5,2,"2 front, 3 rear, 2 third",2.6,4.3,15,97,4,53,136,141,3,4,59.5,42,6,57,29.5,3.5,2,46,26,2,4,4,2,3,5,21.9,Premium,Standard,Standard,Optional,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,203,79,71,122,44,5285,1200,7500,,,,,x7
0,acura,mdx,2020,58,80,1,2,"4 years/50,000 miles","6 years/70,000 miles",5 years/unlimited miles,"4 years/50,000 miles",,4,6.8,4,3,21,14,31,"1,570",4,3,4,4,4,4,5,3,"2 front, 3 rear, 2 third",2.8,4.9,15.3,94,3,52,135,140,3,4,60.5,41,4.5,58.5,30,3.5,1,52,25,,4,4,2,3,5,19.5,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,,Good,Good,Good,196,77,67,111,40,4200,1175,5000,69,78,55,81,mdx
0,lincoln,continental,2020,80,83,3,4,"4 years/50,000 miles","6 years/70,000 miles",5 years/unlimited miles,unlimited years/unlimited miles,,4,6.6,5,2,20,12,32,"1,435",5,3,5,5,3,5,5,3,"2 front, 3 rear",2.5,4.2,15.1,94,4,52,127,140,4,4,58,41.5,5,55,32.5,3,N,,,,4,4,N,3,5,18,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,201,78,59,118,39,4540,900,1000,85,80,72,90,continental
0,kia,stinger,2020,68,75,3,5,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,4,7.5,5,3,23,16,32,"1,250",4,4,3,4,5,3,4,4,"2 front, 3 rear",3,4.8,15.8,93,5,54,132,142,2,4,55,43,2.5,51,29.5,2,N,,,,3,3,N,4,5,15.9,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,190,74,55,114,39,3910,930,,96,83,87,10,stinger
0,dodge,grand-caravan,2020,65,72,4,2,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,8.1,4,1,17,11,27,"1,685",3,2,4,4,4,4,4,4,"2 front, 2 rear, 3 third",3.3,5.2,16.5,86,3,49,141,153,3,4,64,41,3,63.5,32.5,3,3,59,27,1.5,5,5,3,3,5,20,Regular,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Poor,,Good,Good,Good,203,79,68,121,42,4685,1150,1500,58,59,68,59,grandcaravan
0,toyota,86,2020,81,78,5,5,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,7.2,5,4,30,23,37,950,5,5,2,2,4,1,4,2,"2 front, 2 rear",2.6,5.5,15.5,94,5,57,126,127,4,4,54.5,41.5,3.5,50,21.5,,N,,,,2,1,N,4,3,13.2,Regular,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Acceptable,,Good,Good,Good,167,70,51,101,38,2770,700,,82,59,74,97,86
0,mazda,3,2020,68,75,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,4,7.7,4,4,30,20,44,950,5,4,4,4,4,3,4,3,"2 front, 3 rear",3,4.6,16.1,91,4,54,125,134,1,4,55,42,4,52,27,2,N,,,,3,3,N,3,4,13.2,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,184,71,57,107,37,3025,860,,77,85,76,94,3
0,chevrolet,spark,2020,48,47,3,3,,,,,,2,12,4,5,33,23,44,885,5,4,2,2,3,2,2,2,"2 front, 2 rear",4.5,7.3,19,76,3,58,129,137,3,2,50,41.5,1.5,48,24,4.5,N,,,,4,2,N,4,3,9,Regular,Optional,Optional,,,Optional,,,,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,Good,,,Good,,,143,63,58,94,35,2280,660,,,,,,spark
0,subaru,legacy,2020,87,89,4,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,8.9,5,4,28,19,39,"1,040",4,4,5,4,4,4,4,4,"2 front, 3 rear",3.4,5.6,16.9,86,4,55,131,141,2,4,57.5,42.5,6.5,56.5,30,2,N,,,,4,4,N,4,5,18.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,191,72,59,108,39,3510,850,,,,,,legacy
0,honda,fit,2020,71,67,4,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"3 years/36,000 miles",,3,10,5,5,33,24,42,865,4,4,2,2,4,4,2,3,"2 front, 3 rear",4,6.4,17.7,84,4,55,132,135,2,3,54,40,3.5,49.5,29,2,N,,,,4,4,N,4,3,10.6,Regular,Optional,Optional,Optional,Optional,Optional,Optional,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,,,Good,,Good,161,67,60,99,36,2625,850,,59,38,73,66,fit
0,mercedes-benz,gle,2020,69,80,2,4,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,5,6,4,2,20,13,29,"1,665",4,3,4,5,5,5,5,3,"2 front, 3 rear",2.3,4.3,14.4,100,3,52,132,138,1,4,59,43,5,56,32,5,N,,,,4,4,N,1,5,22.5,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,Good,Good,Good,Good,Good,Good,194,85,71,118,39,5145,980,7700,,,,,gle
0,lexus,gx,2020,79,70,5,3,"4 years/50,000 miles","6 years/70,000 miles",6 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",4,7.5,5,1,17,12,24,"1,990",4,2,3,4,5,4,5,3,"2 front, 3 rear, 2 third",2.7,4.8,16,89,3,48,136,143,4,4,57,42,5.5,57,30,6,1,44,24.5,1,4,3,1,4,5,23,Premium,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,,,,,,,192,74,74,110,41,5170,1155,6500,71,87,61,74,gx
0,lincoln,nautilus,2020,63,84,1,4,"4 years/50,000 miles","6 years/70,000 miles",5 years/unlimited miles,unlimited years/unlimited miles,,4,7.2,5,2,18,12,28,"1,575",5,4,5,5,4,5,5,3,"2 front, 3 rear",2.6,4.9,15.5,92,4,54,128,142,3,3,58,40.5,4,57,28,2,N,,,,4,4,N,3,5,18.5,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,190,76,66,112,40,4560,900,3500,86,92,68,95,nautilus
0,chevrolet,equinox,2020,76,78,4,3,,,,,,3,9.6,4,4,25,17,34,"1,170",4,3,4,4,4,4,3,3,"2 front, 3 rear",3.7,6.2,17.5,82,4,53,132,145,3,3,55.5,42.5,4,54,30,2,N,,,,5,4,N,5,5,15.6,Regular,Standard,Standard,,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,183,73,65,107,39,3540,995,3500,74,63,61,79,equinox
0,alfa-romeo,stelvio,2020,67,74,3,3,"4 years/50,000 miles","4 years/50,000 miles",5 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",4,7,4,3,24,17,32,"1,390",4,4,4,4,3,3,4,2,"2 front, 3 rear",3.1,4.4,15.5,96,5,53,132,138,4,3,57.5,43,3.5,54,28.5,2.5,N,,,,4,4,N,2,5,16.9,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,185,75,66,111,40,4020,990,3000,93,87,78,93,stelvio
0,kia,soul,2020,81,76,5,4,"5 years/60,000 miles","10 years/100,000 miles","5 years/100,000 miles","5 years/60,000 miles",,3,8.8,4,4,28,21,35,"1,045",5,4,2,3,4,4,3,2,"2 front, 3 rear",3.5,5.6,16.9,84,4,55,120,130,2,4,54.5,42.5,6,52,28,5,N,,,,4,4,N,5,5,14.3,Regular,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Not offered,Standard front,Standard,Good,Good,Good,Good,Good,Good,165,71,63,102,36,2995,860,,82,67,75,89,soul
0,nissan,leaf,2020,68,73,3,3,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,3 years/unlimited miles,,4,7,5,5,104,114,94,A,3,3,3,4,4,3,3,4,"2 front, 3 rear",3.2,3.6,15.7,92,3,53,139,142,3,3,54,41,5.5,51,27,2,N,,,,4,4,N,4,4,,Electric,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Available,Standard front,Standard,Good,,,Good,Good,,176,71,61,106,37,3850,860,,83,70,68,66,leaf
0,mini,cooper-countryman,2020,69,82,2,4,,,,,,4,8.3,5,4,25,17,36,"1,330",5,4,3,3,5,4,4,1,"2 front, 3 rear",3.1,5.3,16.5,87,5,53,120,130,3,4,55,42.5,3.5,53,29,2,N,,,,4,3,N,3,4,16.1,Premium,Standard,Standard,,Standard,,,,,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Good,170,72,61,105,39,3690,925,,85,77,64,91,coopercountryman
0,toyota,avalon,2020,93,93,5,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,2 years/unlimited miles,"2 years/25,000 miles",4,8.3,5,5,42,32,52,690,4,4,5,4,4,5,4,4,"2 front, 3 rear",3.5,4.9,16.5,90,4,53,135,139,3,4,57.5,41.5,2.5,55.5,31,2,N,,,,4,4,N,5,5,13,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Good,Good,Good,Good,196,73,57,113,39,3680,940,,87,83,72,86,avalon
0,genesis,g70,2020,82,74,5,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",4,7.8,5,3,23,15,32,"1,255",3,5,4,4,4,1,5,2,"2 front, 3 rear",3.3,3.5,16.1,91,5,57,137,146,3,4,56,42,3,52,27,2,N,,,,3,2,N,4,5,15.8,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Good,Good,Good,Good,184,73,55,112,38,3770,905,,89,74,81,96,g70
0,hyundai,elantra-gt,2020,81,79,5,4,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",3,8.7,5,4,28,19,38,"1,025",5,4,3,3,4,3,3,3,"2 front, 3 rear",3.3,5.6,16.8,86,4,55,127,135,3,4,55.5,43,5.5,53,26,3,N,,,,4,3,N,5,5,14,Regular,Optional,Optional,Optional,Optional,,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,171,71,58,104,36,2950,850,,84,62,78,93,elantragt
0,chevrolet,camaro,2020,53,85,1,5,,,,,,5,4.4,5,2,20,13,28,"1,695",5,5,3,3,4,1,4,2,"2 front, 2 rear",2,3.1,12.7,116,5,56,112,119,2,2,55,42.5,2,47.5,23,,N,,,,2,1,N,4,5,17.9,Premium,Optional,,,,,,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Acceptable,188,75,53,111,40,3730,725,,96,72,73,95,camaro
0,mercedes-benz,s-class,2020,74,96,2,4,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,5,5.1,5,2,18,12,28,"1,830",5,3,5,5,5,5,5,3,"2 front, 3 rear",2.3,3.5,13.5,109,4,51,128,138,3,4,59,45,3.5,57,33,3,N,,,,5,5,N,2,5,21.1,Premium,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,,,,,,,207,75,59,125,41,4935,915,,95,92,50,95,sclass
0,volkswagen,jetta,2020,57,78,2,3,"4 years/50,000 miles","4 years/50,000 miles","7 years/100,000 miles","3 years/36,000 miles","2 years/20,000 miles",3,9,4,5,34,21,54,860,4,3,4,4,4,4,3,4,"2 front, 3 rear",3.6,5.5,17,87,4,52,135,138,2,4,55,43.5,4,52.5,30,2.5,N,,,,4,4,N,5,5,13.2,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,185,71,57,106,38,3065,970,,78,67,78,82,jetta
0,lexus,ux,2020,80,71,5,4,"4 years/50,000 miles","6 years/70,000 miles",6 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",3,8.8,5,5,37,32,42,775,4,4,4,4,4,2,4,1,"2 front, 3 rear",3.4,4.4,16.8,86,4,54,137,143,3,3,54.5,42.5,3,51,27,3,N,,,,4,2,N,3,5,10.6,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Good,Good,Good,Good,177,72,60,104,35,3570,890,,82,72,64,77,ux
0,ford,f-150,2020,57,74,1,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,6.8,4,2,19,13,26,"1,500",2,2,2,5,4,5,3,5,"3 front, 3 rear",2.9,4.5,15.3,95,2,47,145,147,2,4,66,43,7.5,65.5,34.5,6,N,,,,4,4,N,4,3,36,Regular,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,232,80,77,145,49,5065,1515,12700,85,81,58,85,f150
0,mercedes-benz,a-class,2020,56,64,2,3,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,4,7.3,4,4,27,17,43,"1,250",5,4,3,4,4,2,4,2,"2 front, 3 rear",2.9,4.8,15.7,92,4,53,130,134,1,3,55,43,2.5,53,27.5,2.5,N,,,,3,2,N,1,5,13.4,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,,,,,,,179,71,57,107,38,3425,950,,,,,,aclass
0,maserati,ghibli,2020,51,71,1,2,"4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles","4 years/50,000 miles",,5,5.4,4,2,19,12,27,"1,795",5,4,2,3,4,3,5,3,"2 front, 3 rear",2.5,3.7,14,107,4,54,115,125,2,3,57.5,42,3,55.5,26,2.5,N,,,,3,3,N,3,5,21,Premium,Optional,Optional,Optional,Optional,Optional,Optional,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,,,Good,Good,Good,196,77,58,118,40,4625,925,,,,,,ghibli
0,chevrolet,silverado-1500,2020,55,78,1,4,,,,,,4,6.9,4,1,17,11,24,"1,715",4,3,3,4,3,5,3,5,"3 front, 3 rear",2.4,3.9,15.2,94,3,50,136,148,4,4,64.5,43.5,8,64,33.5,6,N,,,,4,4,N,4,5,24,Regular,Optional,Optional,,Optional,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,Marginal,Good,Good,Good,232,81,76,147,51,5130,1940,12100,87,78,58,88,silverado1500
0,ford,escape,2020,62,73,2,4,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,3,8.9,4,4,26,17,37,"1,110",5,3,3,3,3,4,3,2,"2 front, 3 rear",3.3,5.2,16.9,85,4,53,128,137,3,4,57,41.5,5,54.5,29.5,3.5,N,,,,4,4,N,5,4,15.7,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front,Standard with rollover,Good,Good,Good,Good,Good,Good,181,74,69,107,39,3530,910,2000,,,,,escape
0,buick,envision,2020,65,69,3,2,,,,,,4,7.9,4,3,21,14,31,"1,580",4,3,3,3,3,4,4,3,"2 front, 3 rear",2.9,5.2,16.1,90,3,55,128,153,3,3,56.5,42.5,4,53.5,30.5,1.5,N,,,,5,4,N,5,5,17.3,Premium,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,,Good,Good,Good,184,72,67,108,38,4050,950,1500,71,70,55,83,envision
0,lincoln,navigator,2020,65,65,3,5,"4 years/50,000 miles","6 years/70,000 miles",5 years/unlimited miles,unlimited years/unlimited miles,,5,6.2,4,1,16,11,22,"1,795",2,2,4,5,3,5,5,5,"2 front, 3 rear, 3 third",2.4,4.5,14.7,98,2,47,144,162,4,4,65,42.5,4.5,65,32,3,3,63,26,3.5,4,4,2,3,5,28.3,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,,,,,,,210,84,76,123,42,6100,1565,8300,94,94,66,94,navigator
0,infiniti,qx80,2020,67,68,3,2,"4 years/60,000 miles","6 years/70,000 miles",7 years/unlimited miles,4 years/unlimited miles,,4,6.9,5,1,15,11,21,"2,190",3,1,4,4,4,4,5,4,"2 front, 3 rear, 3 third",2.7,5.4,15.4,94,2,48,139,155,4,4,63.5,40.5,5,63,31,5,2,58,25,2,3,3,1,4,5,26,Premium,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Standard,Standard,Not offered,Standard front,Standard with rollover,,,,,,,210,80,76,121,44,5990,1590,8500,,,,,qx80
0,jeep,cherokee,2020,52,68,2,2,"3 years/36,000 miles","5 years/60,000 miles",5 years/unlimited miles,"5 years/60,000 miles",,4,7.5,3,3,23,15,34,"1,265",5,3,3,3,4,4,4,3,"2 front, 3 rear",3.2,5.6,16,91,3,53,129,139,3,4,57,42.5,3,54,29,1,N,,,,4,4,N,4,5,15.8,Regular,Optional,Optional,Optional,,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard with rollover,Good,Good,Good,Good,Good,Good,182,73,66,107,38,4070,900,4500,65,67,62,78,cherokee
0,alfa-romeo,giulia,2020,51,70,1,4,"4 years/50,000 miles","4 years/50,000 miles",5 years/unlimited miles,4 years/unlimited miles,"1 years/10,000 miles",4,6.7,4,4,27,18,39,"1,250",4,4,4,4,4,3,4,2,"2 front, 3 rear",3.1,4,15.2,99,5,53,136,147,3,3,55,42.5,2.5,53,28,1.5,N,,,,3,3,N,2,5,15.3,Premium,Standard,Standard,Standard,Standard,Optional,Optional,Optional,Optional,Standard,Standard,Standard,Standard,Standard,Standard front,Standard,Good,Good,,Good,Good,Good,183,73,57,111,39,3695,905,,93,84,77,97,giulia
0,genesis,g80,2020,89,89,4,5,"5 years/60,000 miles","10 years/100,000 miles",7 years/unlimited miles,5 years/unlimited miles,"3 years/36,000 miles",4,7.2,5,2,20,13,30,"1,470",5,3,4,5,5,4,5,3,"2 front, 3 rear",2.9,5,15.5,95,4,53,129,137,1,4,57.5,42,3.5,56,29.5,2.5,N,,,,4,4,N,5,5,20.3,Regular,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard front & rear,Standard,Good,Good,Good,Good,Good,Good,197,74,58,119,38,4530,905,,91,89,85,91,g80
